task_id,source_split,source_config,text,code_python,test_list,code_typescript,code_typescript_status,code_typescript_attempts,code_typescript_tests_passed,code_typescript_tests_failed,tests_typescript
786,train,sanitized,Write a function to locate the right insertion point for a specified value in sorted order.,"import bisect
def right_insertion(a, x):
    return bisect.bisect_right(a, x)","[""assert right_insertion([1,2,4,5],6)==4"", ""assert right_insertion([1,2,4,5],3)==2"", ""assert right_insertion([1,2,4,5],7)==4""]","function right_insertion<T>(a: T[], x: T): number {
    let lo = 0;
    let hi = a.length;
    
    while (lo < hi) {
        const mid = Math.floor((lo + hi) / 2);
        if (a[mid] <= x) {
            lo = mid + 1;
        } else {
            hi = mid;
        }
    }
    
    return lo;
}

export { right_insertion };",success,2,3,0,[]
787,train,sanitized,Write a function that matches a string that has an a followed by three 'b'.,"import re
def text_match_three(text):
        patterns = 'ab{3}?'
        return re.search(patterns,  text)","[""assert not text_match_three(\""ac\"")"", ""assert not text_match_three(\""dc\"")"", ""assert text_match_three(\""abbbba\"")"", ""assert text_match_three(\""caacabbbba\"")""]","function text_match_three(text: string): RegExpMatchArray | null {
    const pattern = /ab{3}?/;
    return text.match(pattern);
}",success,1,4,0,[]
788,train,sanitized,Write a function to create a new tuple from the given string and list.,"def new_tuple(test_list, test_str):
  return tuple(test_list + [test_str])","[""assert new_tuple([\""WEB\"", \""is\""], \""best\"") == ('WEB', 'is', 'best')"", ""assert new_tuple([\""We\"", \""are\""], \""Developers\"") == ('We', 'are', 'Developers')"", ""assert new_tuple([\""Part\"", \""is\""], \""Wrong\"") == ('Part', 'is', 'Wrong')""]","function new_tuple<T>(test_list: T[], test_str: T): T[] {
  return [...test_list, test_str];
}",success,1,3,0,[]
790,train,sanitized,Write a python function to check whether every even index contains even numbers of a given list.,"def even_position(nums):
	return all(nums[i]%2==i%2 for i in range(len(nums)))","[""assert even_position([3,2,1]) == False"", ""assert even_position([1,2,3]) == False"", ""assert even_position([2,1,4]) == True""]","function even_position(nums: number[]): boolean {
    return nums.every((num, i) => num % 2 === i % 2);
}",success,1,3,0,[]
791,train,sanitized,Write a function to remove tuples from the given tuple.,"def remove_nested(test_tup):
  res = tuple()
  for count, ele in enumerate(test_tup):
    if not isinstance(ele, tuple):
      res = res + (ele, )
  return (res) ","[""assert remove_nested((1, 5, 7, (4, 6), 10)) == (1, 5, 7, 10)"", ""assert remove_nested((2, 6, 8, (5, 7), 11)) == (2, 6, 8, 11)"", ""assert remove_nested((3, 7, 9, (6, 8), 12)) == (3, 7, 9, 12)"", ""assert remove_nested((3, 7, 9, (6, 8), (5,12), 12)) == (3, 7, 9, 12)""]","type TupleElement = number | string | boolean | null | undefined | TupleElement[];

function remove_nested(test_tup: TupleElement[]): TupleElement[] {
  let res: TupleElement[] = [];
  for (const ele of test_tup) {
    if (!Array.isArray(ele)) {
      res = [...res, ele];
    }
  }
  return res;
}",success,1,4,0,[]
792,train,sanitized,Write a python function to count the number of lists in a given number of lists.,"def count_list(input_list): 
    return len(input_list)","[""assert count_list([[1, 3], [5, 7], [9, 11], [13, 15, 17]]) == 4"", ""assert count_list([[1,2],[2,3],[4,5]]) == 3"", ""assert count_list([[1,0],[2,0]]) == 2""]","function count_list<T>(input_list: T[][]): number {
    return input_list.length;
}",success,1,3,0,[]
793,train,sanitized,Write a python function to find the last position of an element in a sorted array.,"def last(arr,x):
    n = len(arr)
    low = 0
    high = n - 1
    res = -1  
    while (low <= high):
        mid = (low + high) // 2 
        if arr[mid] > x:
            high = mid - 1
        elif arr[mid] < x:
            low = mid + 1
        else:
            res = mid
            low = mid + 1
    return res","[""assert last([1,2,3],1) == 0"", ""assert last([1,1,1,2,3,4],1) == 2"", ""assert last([2,3,2,3,6,8,9],3) == 3""]","function last(arr: number[], x: number): number {
    const n = arr.length;
    let low = 0;
    let high = n - 1;
    let res = -1;
    while (low <= high) {
        const mid = Math.floor((low + high) / 2);
        if (arr[mid] > x) {
            high = mid - 1;
        } else if (arr[mid] < x) {
            low = mid + 1;
        } else {
            res = mid;
            low = mid + 1;
        }
    }
    return res;
}",success,1,3,0,[]
794,train,sanitized,"Write a function that matches a string that has an 'a' followed by anything, ending in 'b'.","import re
def text_starta_endb(text):
        patterns = 'a.*?b$'
        return re.search(patterns,  text)","[""assert text_starta_endb(\""aabbbb\"")"", ""assert not text_starta_endb(\""aabAbbbc\"")"", ""assert not text_starta_endb(\""accddbbjjj\"")""]","function text_starta_endb(text: string): RegExpMatchArray | null {
    const pattern = /a.*?b$/;
    return text.match(pattern);
}",success,1,3,0,[]
796,train,sanitized,Write function to find the sum of all items in the given dictionary.,"def return_sum(dict):
  sum = 0
  for i in dict.values():
    sum = sum + i
  return sum","[""assert return_sum({'a': 100, 'b':200, 'c':300}) == 600"", ""assert return_sum({'a': 25, 'b':18, 'c':45}) == 88"", ""assert return_sum({'a': 36, 'b':39, 'c':49}) == 124""]","function return_sum(dict: Record<string, number>): number {
  let sum = 0;
  for (const value of Object.values(dict)) {
    sum = sum + value;
  }
  return sum;
}",success,1,3,0,[]
797,train,sanitized,Write a python function to find the sum of all odd natural numbers within the range l and r.,"def sum_odd(n): 
    terms = (n + 1)//2
    sum1 = terms * terms 
    return sum1  
def sum_in_range(l,r): 
    return sum_odd(r) - sum_odd(l - 1)","[""assert sum_in_range(2,5) == 8"", ""assert sum_in_range(5,7) == 12"", ""assert sum_in_range(7,13) == 40""]","function sum_odd(n: number): number {
    const terms = Math.floor((n + 1) / 2);
    const sum1 = terms * terms;
    return sum1;
}

function sum_in_range(l: number, r: number): number {
    return sum_odd(r) - sum_odd(l - 1);
}",success,1,3,0,[]
798,train,sanitized,Write a python function to find the sum of an array.,"def _sum(arr):  
    sum=0
    for i in arr: 
        sum = sum + i      
    return(sum)  ","[""assert _sum([1, 2, 3]) == 6"", ""assert _sum([15, 12, 13, 10]) == 50"", ""assert _sum([0, 1, 2]) == 3""]","function _sum(arr: number[]): number {
    let sum = 0;
    for (const i of arr) {
        sum = sum + i;
    }
    return sum;
}",success,1,3,0,[]
799,train,sanitized,Write a function to that rotate left bits by d bits a given number. We assume that the number is 32 bit.,"def left_rotate(n,d):   
    INT_BITS = 32
    return (n << d)|(n >> (INT_BITS - d))  ","[""assert left_rotate(16,2) == 64"", ""assert left_rotate(10,2) == 40"", ""assert left_rotate(99,3) == 792"", ""assert left_rotate(99,3) == 792"", ""assert left_rotate(0b0001,3) == 0b1000"", ""assert left_rotate(0b0101,3) == 0b101000"", ""assert left_rotate(0b11101,3) == 0b11101000""]","function left_rotate(n: number, d: number): number {
    const INT_BITS = 32;
    return ((n << d) | (n >>> (INT_BITS - d))) >>> 0;
}",success,1,7,0,[]
800,train,sanitized,Write a function to remove all whitespaces from a string.,"import re
def remove_all_spaces(text):
 return (re.sub(r'\s+', '',text))","[""assert remove_all_spaces('python  program')==('pythonprogram')"", ""assert remove_all_spaces('python   programming    language')==('pythonprogramminglanguage')"", ""assert remove_all_spaces('python                     program')==('pythonprogram')"", ""assert remove_all_spaces('   python                     program')=='pythonprogram'""]","function remove_all_spaces(text: string): string {
    return text.replace(/\s+/g, '');
}",success,1,4,0,[]
801,train,sanitized,Write a python function to count the number of equal numbers from three given integers.,"def test_three_equal(x,y,z):
  result = set([x,y,z])
  if len(result)==3:
    return 0
  else:
    return 4-len(result)","[""assert test_three_equal(1,1,1) == 3"", ""assert test_three_equal(-1,-2,-3) == 0"", ""assert test_three_equal(1,2,2) == 2""]","function test_three_equal(x: number, y: number, z: number): number {
  const result = new Set([x, y, z]);
  if (result.size === 3) {
    return 0;
  } else {
    return 4 - result.size;
  }
}",success,1,3,0,[]
802,train,sanitized,Write a python function to count the number of rotations required to generate a sorted array. https://www.geeksforgeeks.org/count-of-rotations-required-to-generate-a-sorted-array/,"def count_rotation(arr):   
    for i in range (1,len(arr)): 
        if (arr[i] < arr[i - 1]): 
            return i  
    return 0","[""assert count_rotation([3,2,1]) == 1"", ""assert count_rotation([4,5,1,2,3]) == 2"", ""assert count_rotation([7,8,9,1,2,3]) == 3"", ""assert count_rotation([1,2,3]) == 0"", ""assert count_rotation([1,3,2]) == 2""]","function count_rotation(arr: number[]): number {
    for (let i = 1; i < arr.length; i++) {
        if (arr[i] < arr[i - 1]) {
            return i;
        }
    }
    return 0;
}",success,1,5,0,[]
803,train,sanitized,Write a function to check whether the given number is a perfect square or not. https://www.geeksforgeeks.org/check-if-given-number-is-perfect-square-in-cpp/,"def is_perfect_square(n) :
    i = 1
    while (i * i<= n):
        if ((n % i == 0) and (n / i == i)):
            return True     
        i = i + 1
    return False","[""assert not is_perfect_square(10)"", ""assert is_perfect_square(36)"", ""assert not is_perfect_square(14)"", ""assert is_perfect_square(14*14)"", ""assert not is_perfect_square(125)"", ""assert is_perfect_square(125*125)""]","function is_perfect_square(n: number): boolean {
    let i: number = 1;
    while (i * i <= n) {
        if ((n % i === 0) && (n / i === i)) {
            return true;
        }
        i = i + 1;
    }
    return false;
}",success,1,6,0,[]
804,train,sanitized,Write a function to check whether the product of numbers in a list is even or not.,"def is_product_even(arr): 
    for i in range(len(arr)): 
        if (arr[i] & 1) == 0: 
            return True
    return False","[""assert is_product_even([1,2,3])"", ""assert is_product_even([1,2,1,4])"", ""assert not is_product_even([1,1])""]","function is_product_even(arr: number[]): boolean {
    for (let i = 0; i < arr.length; i++) {
        if ((arr[i] & 1) === 0) {
            return true;
        }
    }
    return false;
}",success,1,3,0,"[{""python_test"": ""assert is_product_even([1,2,3])"", ""generated_test"": ""const result = is_product_even([1, 2, 3]);\nconst expected = true;\nif (result === expected) {\n    console.log(\""PASS\"");\n} else {\n    console.log(\""FAIL\"");\n    console.log(\""  Expected: \"" + expected);\n    console.log(\""  Got: \"" + result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert is_product_even([1,2,1,4])"", ""generated_test"": ""const result = is_product_even([1, 2, 1, 4]);\nconst expected = true;\nif (result === expected) {\n    console.log(\""PASS\"");\n} else {\n    console.log(\""FAIL\"");\n    console.log(\""  Expected: \"" + expected);\n    console.log(\""  Got: \"" + result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert not is_product_even([1,1])"", ""generated_test"": ""const result = is_product_even([1, 1]);\nconst expected = false;\nif (result === expected) {\n    console.log(\""PASS\"");\n} else {\n    console.log(\""FAIL\"");\n    console.log(\""  Expected: \"" + expected);\n    console.log(\""  Got: \"" + result);\n}"", ""passed"": true, ""llm_validated"": false}]"
805,train,sanitized,Write a function that returns the list in a list of lists whose sum of elements is the highest.,"def max_sum_list(lists):
 return max(lists, key=sum)","[""assert max_sum_list([[1,2,3], [4,5,6], [10,11,12], [7,8,9]])==[10, 11, 12]"", ""assert max_sum_list([[3,2,1], [6,5,4], [12,11,10]])==[12,11,10]"", ""assert max_sum_list([[2,3,1]])==[2,3,1]""]","function max_sum_list(lists: number[][]): number[] {
    if (lists.length === 0) {
        throw new Error(""max() arg is an empty sequence"");
    }
    
    let maxList = lists[0];
    let maxSum = lists[0].reduce((a, b) => a + b, 0);
    
    for (let i = 1; i < lists.length; i++) {
        const currentSum = lists[i].reduce((a, b) => a + b, 0);
        if (currentSum > maxSum) {
            maxSum = currentSum;
            maxList = lists[i];
        }
    }
    
    return maxList;
}",success,1,3,0,[]
806,train,sanitized,Write a function to find maximum run of uppercase characters in the given string.,"def max_run_uppercase(test_str):
  cnt = 0
  res = 0
  for idx in range(0, len(test_str)):
    if test_str[idx].isupper():
      cnt += 1
    else:
      res = cnt
      cnt = 0
  if test_str[len(test_str) - 1].isupper():
    res = cnt
  return (res)","[""assert max_run_uppercase('GeMKSForGERksISBESt') == 5"", ""assert max_run_uppercase('PrECIOusMOVemENTSYT') == 6"", ""assert max_run_uppercase('GooGLEFluTTER') == 4""]","function max_run_uppercase(test_str: string): number {
  let cnt: number = 0;
  let res: number = 0;
  for (let idx = 0; idx < test_str.length; idx++) {
    if (test_str[idx] >= 'A' && test_str[idx] <= 'Z') {
      cnt += 1;
    } else {
      res = cnt;
      cnt = 0;
    }
  }
  if (test_str[test_str.length - 1] >= 'A' && test_str[test_str.length - 1] <= 'Z') {
    res = cnt;
  }
  return res;
}",success,1,3,0,[]
807,train,sanitized,Write a python function to find the first odd number in a given list of numbers.,"def first_odd(nums):
  first_odd = next((el for el in nums if el%2!=0),-1)
  return first_odd","[""assert first_odd([1,3,5]) == 1"", ""assert first_odd([2,4,1,3]) == 1"", ""assert first_odd ([8,9,1]) == 9""]","function first_odd(nums: number[]): number {
  for (const el of nums) {
    if (el % 2 !== 0) {
      return el;
    }
  }
  return -1;
}",success,1,3,0,[]
808,train,sanitized,Write a function to check if the given tuples contain the k or not.,"def check_K(test_tup, K):
  res = False
  for ele in test_tup:
    if ele == K:
      res = True
      break
  return res ","[""assert check_K((10, 4, 5, 6, 8), 6) == True"", ""assert check_K((1, 2, 3, 4, 5, 6), 7) == False"", ""assert check_K((7, 8, 9, 44, 11, 12), 11) == True""]","function check_K<T>(test_tup: readonly T[], K: T): boolean {
  let res = false;
  for (const ele of test_tup) {
    if (ele === K) {
      res = true;
      break;
    }
  }
  return res;
}",success,1,3,0,[]
809,train,sanitized,Write a function to check if each element of second tuple is smaller than its corresponding element in the first tuple.,"def check_smaller(test_tup1, test_tup2):
  return all(x > y for x, y in zip(test_tup1, test_tup2))","[""assert check_smaller((1, 2, 3), (2, 3, 4)) == False"", ""assert check_smaller((4, 5, 6), (3, 4, 5)) == True"", ""assert check_smaller((11, 12, 13), (10, 11, 12)) == True""]","function check_smaller(test_tup1: number[], test_tup2: number[]): boolean {
  return test_tup1.every((x, i) => x > test_tup2[i]);
}",success,1,3,0,[]
